"@title","English"
,"Looks like something is happening!"
"#02339","Oh yeah! There's a staff member who can trigger their aura!"
,"Tap the staff member twice to activate their aura!"
"#02340","Oh no! We reached the deadline before everything could be finished."
,"Perhaps our staff still need to improve."
"#02341","Use items on staff to enhance their abilities."
,"It might be costly, but let's try and Power Up as much as we can!"
"#02342","You can keep up to 5 of each item at any time."
,"<co=0066cc>Tap the same item</co> once more to deselect it."
,"Press the confirm button at the bottom of the screen when you want to use the item."
"#02343","Your staff members seem to have gained some experience!"
"#02344","Whoa! Looks like this staff member has reached their max job level!"
,"I don't think you'll be able to train them any further right now."
,"You can always change their job role, but you'll need the <co=0066cc>necessary items</co> to do so first."
"#02345","Looks like you've acquired an item that recovers HP!"
,"They're great for <co=0066cc>tired staff</co> who have worked maybe a little too hard on development."
"#02346","Letting go of staff? Yeah, it's tough. But it's all part of the job."
"#02347","The dismissal is complete."
"#02348","You can check your staff's stats here."
,"It's always best to know exactly what your staff can do."
"#02349","Upgrading a staff member, huh?"
,"When a staff masters their job, they can then be upgraded."
,"If you have the necessary items for upgrading, use them with Power Up."
"#02350","Boss!"
,"There's a <co=0066cc>staff member who can be upgraded</co>!"
"#02351","They handled that upgrade like a pro!"
,"Now we can level them up even further than ever before!"
"#02352","This is where the CEO and staff brainstorm ideas, and <co=0066cc>come up with great innovations</co> for game development."
,"Sure, this CEO is pretty wet around the ears now."
,"But let's get them involved in lots of meetings and help them gain experience!"
"#02353","Here we can use a particularly rare Coin to hold a special meeting."
,"There'll be more people attending than a regular meeting and a higher chance of coming up with <co=0066cc>better ideas</co>."
,"Plus! Depending on the other users' CEO's skills you might be able to discover new staff and helpers."
,"Let's hold a meeting right away!"
"#02354","After a really enlightening discussion between the CEO and staff, it seems they have come up with some new ideas!"
"#02355","Here you can check the stockpile of <name>'s ideas."
"#02356","Why, hello there!"
,"Select either the <co=0066cc>furnishings</co> or <co=ff0000>floor plan</co> and take a look at what there is on offer."
"#02357","This is a wonderful product that will increase your floors and your <co=0066cc>staff</co>!"
,"Picking out some of those expensive items gets me hot under the collar."
"#02358","Welcome! Worry free and safe honey is Bearington Construction's motto."
"#02359","Please visit us again. We can even offer you better products the higher your Studio Rank."
"#02360","This is the menu for all the shops that will come in handy for running a business."
"#02361","Thanks again! I'm sellin' the goods you need to run a business at a reasonable cost!"
,"Please take a look at our wares."
"#02362","Welcome!"
"#02363","Come again!"
"#02364","Here you can check the games that you have made in the past."
"#02365","Here you can see all of your greatest achievements."
,"You might even be able to win some amazing prizes."
"#02366","Good to meet you, Boss!"
,"Look at you go! You've completed all the necessary requirements to receive an amazing prize!"
"#02367","Here you can see all of the users who have played your games."
,"Let's make lots of wonderful games for even more wonderful people!"
"#02368","Good to meet you, Boss!"
,"Gamedex is just round the corner."
,"What kind of exhibit do you want <name> to have this time?"
"#02369","Can't wait to see just how many customers we can bring in!"
,"I heard that the number of customers we get might affect the game's sales afterwards!"
"#02370","Can't wait to see just how many customers we can bring in!"
"#02371","We can expect <co=0066cc>more downloads</co> if we get people excited for our game at Gamedex!"
,"And if we keep doing well, even more customers will get interested in our game in the future."
,"Hm? Looks like you found an item during the event."
"#02372","This time's Gamedex ended on a high."
,"Hm? Looks like you found an item during the event."
"#02373","Looks like someone has stayed behind."
"#02374","We've made quite a few games now already."
,"I wouldn't be surprised if we started getting nominated for awards."
,"This commemorates an outstanding game, with the hopes of an even better game being created in the future."
,"<name> is registered for the <co=0066cc>Indie Games Award</co>, which focuses on new companies."
"#02375","Well now,"
,"It's finally time for the awards to be announced."
"#02376","Drum roll, please!"
,"This time round, <co=0066cc><name></co>'s game number <co=0066cc><0></co> has been nominated."
,"I can't wait to see if we win! Let's go to the awards hall!"
"#02377","Drum roll, please!"
,"Seems that <co=0066cc><name></co>'s game didn't get picked for the award."
,"Let's keep making good games and try and win next time."
"#02378","<co=0066cc>Studio Rank</co> has increased!"
,"As your rank increases, better products will become available to you, and you'll gain access to facilities for development."
,"Let's keep developing and aim for the highest rank we can!"
"#02379","Oh dear. It looks like you're <co=ff0000>running out of Stamina</co>."
,"Stamina <co=0066cc>recovers</co> even when you're not playing the game."
,"So it might be a good idea to wait a while before starting development again!"
"#02380","It looks like you're running short on funds."
,"Money is, of course, an essential component of development, but don't hold back on using it to train up staff up either."
,"That reminds me..."
,"I have a feeling I saw a wad of cash being used as a doorstop somewhere."
,"Ah-hah! Money really can solve anything! Anyway, here. Take this."
"#02381","By the way, you can <co=ff0000>develop a game</co> even when your money is <co=ff0000>in the red</co>."
,"Let's keep working on raising our sales and turn this company into an industry giant!"
"#02382","Gosh. And just like that, we don't have anymore Coins."
,"Coins are something of a rarity and should be used with caution. You can get a few more by playing through the game."
,"But, I've heard that you can also get them with the <co=0066cc>Login Roulette</co> too."
,"You want to make sure to use them where they really count. I may have seen some in the studio's toy box..."
,"Yes! There were some left in here! Go ahead, have them."
"#02383","<name> has so many staff members now that it's full to the brim!"
,"It might be wise to think about <co=0066cc>additional floors</co> next."
"#02384","Hello there! Additional floors? Then look no further!"
,"Come discuss what you need by going to Shops > <co=0066cc>Decorate Room</co>!"
"#02385","I'm feeling kinda lethargic. Maybe I'd feel better if I had something to eat."
"#02386","This is bound to come up as you play through the game."
"#02387","The new platform is finally complete!"
,"I'm so excited to see how many people will start playing our game!"
,"Oh yeah! What should we call it?"
"#02388","It's been some time since the game's release, and it seems like downloads are still good and steady."
,"Can't wait to see how many downloads we'll reach at this rate."
"#02389","<co=0066cc><0></co> has been newly added!"
,"It's an award that seems really worth striving for!"
"#02390","The Grand Games Show has come to an end."
"#02391","Whoa! Seems like your idea knowhow has increased."
,"As your knowhow increases, so too will your game's quality while in development."
,"So let's collect as much as we can!"
"#02392","This project has got a lot of hoopla surrounding it. We can expect great sales from this one."
"#02393","Seems you <co=ff0000>don't have enough Stamina</co> for that. Let's pick another project for now!"
,"As your Studio Ranks increases so too will your <co=0066cc>max Stamina</co>!"
"#02394","Whoa! Are you sure you want to quit development now?"
"#02395","I see..."
,"We'll try again next time."
"#02396","The game is no longer available to download."
,"A different genre's past ranking report just in!"
"#02397","An innovative idea for sure! Could be difficult to develop though."
,"We can gain a huge effect from this. It's all in the hands of our capable staff now!"
"#02398","<name> got a great new helper!"
"#02399","Let's keep upgrading our platforms! What kind of features should we add next?"
"#02400","Okay, let's develop this as a Free-to-Play."
"#02401","Let's keep managing this Free-to-Play even after it has been released."
"#02402","So, which game award shall we aim for this time?"
"#02403","Unfortunately, we weren't able to win the award."
,"So let's try again next time with an even better game!"
"#02404","Development of a sequel, huh?"
"#02405","Oh!"
,"The positive reviews kept piling in, and the game entered the hall of fame!"
,"Now you can start thinking about a sequel. It'd be a great chance to get even more downloads!"
"#02406","Your staff members ran out of HP and waited for the deadline to come."
"#02407","Development has finished. This game is looking to be <co=0066cc>very addictive</co>! Expect a high number of downloads!"
"#02408","Development has come to a close. This game has <co=0066cc>real punch</co>! Expect a large interest from the media!"
"#02409","Development has finished. This game <co=0066cc>feels great to play</co>! Expect lots of positive reviews!"
"#02410","Development has finished. This game has amazing <co=0066cc>social aspects</co>! Expect a positive influence on price and DLs!"
"#02411","Development has finished. This game has real <co=0066cc>lasting appeal</co>! Expect to make lots of long-term fans!"
"#02412","Development has finished. We've made ourselves a really good game here!"
"#02413","Hmm, let's call it a day on this one and start saving for the next project."
,"Gamedex is held after every 6th game you develop."
"#02414","We gave up on trying to get any items."
"#02415","This award will focus on the <co=0066cc><0></co> genre."
,"Until the next Grand Games Prize, let's try to make a <0> game!"
"#02416","I'm a little bit worried about our low HP, but let's give it our best!"
"#02417","There's a few bugs left. Let's use the <co=0066cc>debug</co> to ensure that they're all squashed before the game's release!"
"#02418","A <co=0066cc>planner</co> type. They have a large affect on the overall quality of a game."
,"They often provide us with really polished project plans too."
"#02419","A <co=0066cc>programmer</co>. They'll affect a game's craze and usability."
,"It's a really important position, so let's give them all the support they need for the future."
"#02420","A <co=0066cc>designer</co>. Usually has an impact on the game's overall impact."
,"An essential role if we hope to generate explosive sales across a wide demographic."
"#02421","A <co=0066cc>sound engineer</co>. Affects a game's craze and impact by creating new and interesting sounds."
,"Seems to be lacking a bit in HP and Skill."
"#02422","A <co=0066cc>networker</co>. They increase a game's social aspects and retention."
,"You always want at least one of these guys in your team."
"#02423","Staff are in the middle of development. Please wait before renovating the room."
,"Feel free to try again when they are <co=0066cc>inactive</co>."
"#02424","Looks like this platform can be used to develop mobile games."
,"It might even be a good idea to switch from PC games to<br><co=0066cc>mobile</co> ones."
"#02425","Well, look at this. The report for recent reviews has just come in."
"#02426","Let's continue making games that please gamers everywhere!"
"#02427","We can continue making a profit with this Free-to-Play game by selling new add-ons."
,"And since it's free, we can expect a good number of downloads!"
"#02428","Not bad at all for a first try."
,"We can get a huge bonus for reaching our targets!"
,"Let's make even better games and raise our ranking in all genres!"
"#02429","Our ranking in this genre was <0>."
,"Let's aim to improve that by releasing more new games."
"#02430","It's a sequel, so we need to keep the theme the same as the first one."
"#02431","We did it! We've finally created a game that is ranked the best in its genre!"
,"I'm overwhelmed. It just goes to show what a great bunch of staff we have!"
,"Let's keep up this hot streak and get us those positive reviews in other genres as well!"
"#02432","We did it! We've created another game that is ranked the best in its genre!"
"#02433","Don't we have someone at the studio who looks just like that? They're almost identical!"
"#02434","Yippie! At last, a customer with a taste for the finer things in life!"
,"This is the kinda motivation I've been looking for!"
"#02435","Phew! The architectural knowhow that I've been honing all these years has finally come in handy."
,"Let me know if you need anything else. Laters!"
"#02436","What kind of game should we manage?"
"#02437","We'll manage the game that you have specified."
"#02438","You have set for no projects in the <0> genre to be planned."
,"The staff will now not offer to make <0> games."
,"Of course, when you want to start making those games again, you can choose to do so in the settings."
"#02439","Looks like the drafting didn't go so well. We'll have to start again from scratch."
"#02440","Here you can receive <co=0066cc>Coins everyday</co> depending on how many times your <co=0066cc>specified game was installed</co>."
,"You might want to try it out with a <co=ff0000>free game</co> first."
"#02441","Currently leading."
,"If you want to change who the leader is, press the Leader button of another staff member."
"#02442","This is where you can check how many Meeting Points the staff have earned."
,"<co=0066cc>A meeting</co> will be held once you reach max points."
"#02443","Looks like the date for this has passed already. Come back again next month."
,"If you delete this you won't be able to receive any more. So be careful!"
"#02444","Seems like this hasn't installed yet."
"#02445","There aren't enough gifts. It's going to be tricky adding anymore floors."
,"You know, getting friends to send you some gifts might not be a bad idea."
"#02446","If you log in here everyday,"
,"you'll be able to spin a Special Roulette! So make sure to log in everyday and collect that treasure!"
"#02447","Development is finally beginning!"
,"It'll take some time for the project plan to be completed."
,"It'll keep progressing even if you close the game."
,"But, why don't you try pushing the <co=0066cc>Speed button</co> at the bottom right of the screen?"
"#02448","By using the Idea Module item here,"
,"you can request friends to develop for you."
,"You may even get things that you wouldn't ordinarily be able to, so don't be shy!"
"#02449","You changed the Meeting Convener!"
"#02450","Whoa! Looks like some kind of challenge project has worked its way out of the meeting room!"
,"It's not going to be an easy one, but I think we're up to the challenge!"
"#02451","Stocked the game plan."
,"Now you can choose from the stocked game plans for your next development!"
"#02452","Okay, let's use that stockpiled plan and start development!"
"#02453","You can check the gifts you have received here."
,"After every <co=0066cc>15 ranks</co>, you will be able to send a gift."
"#02454","This is the chat area."
,"It is a service provided by Lobi, which is <co=0066cc>separate</co> from this game."
,"You can try using it to recruit friends or if you have a question about the game."
,"Please remember to be polite and considerate during chat."
,"Also keep in mind that if you change your Lobi nickname, the change <co=ff0000>won't be reflected</co> in the game."
,"Well, see you later!"
"#02455","Good to meet you, Boss!"
,"I think our staff might be starting to get a little tired after all the work they've been doing in development."
,"This could be an ideal time to refresh them. Here's a one time use recovery item, get in quick!"
"#02456","Good to meet you, Boss!"
,"It might be about time to think about improving our current game!"
,"You have 1 use available. The leader's Skill is very important here."
"#02457","Good to meet you, Boss!"
,"It might be about time to think about advertising our current game!"
,"You have 1 additional use available. Let's hope it goes well!"
"#02458","A festival is currently underway! Rare items might be easier to find now!"
"#02459","Here you can raise your very own robot copy!"
,"It's a completely blank slate at the moment. But we can change that."
,"Let's help it grow, faster, stronger!"
,"Answering questions and giving orders will increase your copy's Skill."
,"And the higher its Skill, the better it'll do in meetings, and it will also be able to bring in higher skilled staff."
,"Let's raise the best CEO there ever was!"
"#02460","You can set up the CEO's development schedule here."
,"Let's get them mastered in all the different trades and become a seasoned CEO!"
"#02461","Leave it to me!"
,"I work in real time, so even when you're <co=0066cc>not playing the game</co>, I'll keep on doing my best!"
"#02462","So, at around what age did that happen?"
"#02463","At what age did that happen?"
"#02464","=#01346"
"#02465","<co=0066cc><0></co> started."
"#02466","Yeah, I suppose that can happen to anybody."
"#02467","An excellent answer in my opinion."
"#02468","Heh heh. Nice to meet you!"
,"I'll give it my all to become the most CEO-ie CEO you've ever seen!"
,"Actually, about my <co=0066cc>name</co>..."
,"Could you tell me what it is?"
"#02469","That's such a beautiful name. I'm... I'm touched, thank you."
,"Now I think about it, am I a boy?"
,"Or maybe a girl?"
"#02470","I was reading a magazine earlier on and came across an article on vampires' favorite blood type."
,"But I've no idea what blood type I am, so I'm not sure if I need to protect myself or not."
,"Could you tell me what my <co=0066cc>blood type</co> is? Please..."
,"You just never know when you might run into one. Can't have garlic on me all the time."
"#02471","Come to think of it, I got asked my age the other day."
,"I told them to guess, but when they did I wasn't actually sure if they were right or not."
,"Could you tell me <co=0066cc>how old</co> I am?"
"#02472","I thought I might try eating food in order to blend in better with other humans."
,"But what you do think I should eat for my first meal?"
"#02473","I'm coming to the age now..."
,"where I think it's about time that I have a hobby."
,"There's all sorts of hobbies from the looks of it, like watching baseball or sumo."
"#02474","By the way..."
,"I was watching TV earlier, and saw a program about what kids want to be when they grow up."
,"There were so many kinds of jobs that I started getting excited myself."
,"By the way..."
"#02475","By the way..."
,"There was a program on TV where a celebrity visited their hometown."
,"Got me thinking, having a hometown is pretty neat. If I had a nice hometown, I think I'd like to go visit it too."
"#02476","By the way..."
,"A kid was talking so excitedly about their aspirations for the future. Said they wanted to be something called a ""Kairobot."""
,"By the way, I..."
"#02477","By the way..."
,"I'm finally going to start exercising tomorrow! At least, if I keep thinking like this, I know it'll happen someday."
,"Everyone always says, do what you love. Do I really love this though..."
"#02478","To tell the truth, I've been playing this game for a long time now."
,"But I just can't seem to complete it. Now I'm playing it as I look up stuff on the Internet."
,"By the way, I..."
"#02479","Anyway, can I ask you something?"
,"Umm..."
"#02480","Actually..."
,"There's something that has been bothering me for a while now..."
,"Gulp..."
"#02481","Recently I have discovered that there is something called ""friendship."""
,"But I've never seen it before. Do you think it'd taste nice? I wonder what it could be about?"
"#02482","I see, I see. That does sounds rather delicious."
,"I can feel myself becoming a little more human every day."
"#02483","Hmm. I see."
,"That could be useful."
"#02484","Hmm. I see."
,"If I ever resign as CEO, I think that for my next job I'd like to be a...CEO."
"#02485","But I'm making games now! Who knew?!"
,"It'll be a source of great confidence for me, as CEO, you know. Hee hee."
"#02486","Hmm, you lived in a nice part of town, huh?"
"#02487","Hmm, that was quite a dream."
,"I learnt a lot."
"#02488","Hmm. I see."
,"That strikes me as a good daily routine to follow."
"#02489","I knew it! I suspected that all along."
"#02490","Hmm, that's some nice treasure."
"#02491","Hmm, so that's the kind of family, is it?"
"#02492","Heh heh heh! Ho ho ho!"
"#02493","I see. So it wasn't food after all!"
,"Anyway, I'm gonna work hard on my popularity too."
"#02494","Oh yes, so cute!"
"#02495","Time really does fly when you're having fun, doesn't it?"
,"Wow, I was so engrossed that I didn't notice today become tomorrow!"
,"What was I so engrossed in? Well, err..."
"#02496","By the way..."
"#02497","Ah..."
,"Life is full of ups and downs..."
,"I was thinking of getting a T-Shirt made with that on it."
"#02498","It feels good to be praised in front of others!"
,"That's what I was thinking anyway."
,"But then I wondered whether it had ever happened to me."
"#02499","You know, a little earlier..."
,"The person came to read my meter and work out my bill..."
,"But I really needed an abacus to check their calculations."
,"So, I've just ordered one online."
"#02500","I was watching this program about best places to live..."
,"It really made me feel like moving!"
,"Before that..."
"#02501","Ouch!"
,"I caught my finger in a drawer, but fortunately it wasn't too bad."
,"But would you look at this scar?!"
"#02502","I'm gonna have some fun during the upcoming holiday!"
,"Where shall I go?♪"
"#02503","Oh, oh no..."
,"You don't look on tip top shape..."
,"Yeah, despite eating and sleeping well..."
"#02504","We should be proud of our achievements."
,"I thought about having it printed on a mug and giving it to my friend."
"#02505","That reminds me..."
,"Loads of people collect stamps these days. I read about it in a book a while ago."
,"I thought, I wanna do that! I wanna make it my life work..."
"#02506","What a pain when it snows and the trains are all messed up."
,"Especially when you've got somewhere really important to get to."
,"That reminds me..."
"#02507","So, routines and hobbies are not the same, are they?"
,"I was just thinking, is there anything that I do every day?"
,"I'm still thinking..."
"#02508","Oof!"
,"I ate some cake before going to bed, and now my cheeks hurt..."
,"Actually, it's not so much my cheeks, it's more my..."
"#02509","You really can't beat a field trip, can you?"
,"Out in a forest, surrounded by nature, or lining up with friends to get to the summit of a mountain..."
,"Eating sandwiches on the summit and looking down... That feeling of floating in the sky."
,"And you gotta eat some candy after the sandwiches, of course."
"#02510","So, I was preparing for an interview for a waiting job."
,"I love reading, so I thought I'd talk about comics during the interview."
,"I imagine they'll ask me about what sort of people I look up to..."
"#02511","I was watching this race on TV the other day."
,"It was the first time that the runner had ever won anything, and the commentator was getting all excited too."
,"It's a great thing to succeed after trying hard, huh?"
"#02512","So I was playing this food game in the arcade the other day."
,"You know, the one where you hit all those buttons and the food rains down..."
,"I forgot to hit the buttons for a moment, and I won all this stuff!"
,"But it just made me want to play and win all the more."
"#02513","Studying really is a good thing, right?"
,"That joy of learning something you didn't know..."
,"I'd like to be the sort of person who says that. First I've got these comics to read."
,"Well, they aren't going to read themselves, are they?"
"#02514","Do you remember when you first earned money from work?"
,"It's just so much more valuable than pocket money, right?"
,"Of course, I've spent it all now, but..."
"#02515","Wait, you didn't build secret bases as a kid?"
,"I was thinking in the bath about what those bases might have become by now, if we'd really made them."
,"If I was going to live alone, I'd like to live in a secret base."
"#02516","I was thinking about doing some magic tricks at the office Christmas party..."
,"I didn't want to risk sawing someone in half..."
,"But all I know how to do is bend spoons with my mind."
,"I want to come up with something cool and exciting."
"#02517","Hey, I found this disposable camera at the back of a draw."
,"I can't get the film developed. I wonder what's on it."
,"When was the last time I went on vacation?"
,"I'll never forget that place that I went. Where was it now?"
"#02518","So, I was clearing out the cupboards, you know."
,"And I found my passport and bug repellent."
,"It's so long since I went overseas. I wonder if the repellent still works..."
"#02519","Haven't you noticed how it's always the same people who voice anime?"
,"It's true. Pay attention next time you watch one."
,"I checked the credits and it's like 80% the same voice actors!"
"#02520","You know if you put a book under your pillow when you go to bed,"
,"you'll dream about that book! It's true, old wives say so!"
,"I'm gonna try it next time. Maybe not with the horror novel I'm reading though..."
"#02521","Hey, have you seen how cheap our phone bills are nowadays?"
,"You can call for free over the Internet, of course."
,"I was gonna call up all my friends, but I've lost my phone!"
,"Yeah, I know..."
"#02522","Games, eh? Are they great or are they great?!"
,"I just can't stop playing them. The other day I played all through the night!"
,"You know, all you need to make your own games, is to understanding computer code."
,"Before that..."
"#02523","By the way..."
,"They've opened this French restaurant nearby, so I decided to raid my piggy bank and go one night."
,"But then I heard that they had a dress code..."
,"I was so worried about what to wear that I ate a load of snacks while choosing my outfit."
"#02524","It must be great to own your own shop."
,"I'd love to run my own shop too."
,"Actually, if they made a game about that, I'd play that instead."
"#02525","Sports drinks are actually quite tasty if you refrigerate them enough you know."
,"I'm researching the very best temperature to drink them at."
,"It kinda depends on what you've been doing first though..."
"#02526","By the way..."
,"You know, when you read a book, it really fires your imagination."
,"It's not the same with movies, so I sometimes sneak off to the toilet to read my book."
"#02527","Movies are amazing, aren't they? You gotta watch them at the theater, though..."
,"Brings tears to my eyes sometimes. Not every time, you understand."
,"Movies I watch a lot, huh? Lemme think about it..."
"#02528","I was watching this program on TV and the commercial break just went on and on!"
,"It was, like, longer than the program!"
,"I tell you what, though; I'm not buying that Kentucky Boiled Gammon!"
"#02529","By the way..."
,"What do I remember? That's a hard one to answer!"
,"It's not a question you get asked often, but you never know when you might get asked it!"
,"Ah, that reminds me..."
"#02530","Dagnabbit!"
,"I'm madder than a mad thing!"
,"What was it again?"
"#02531","A-ha ha ha!"
,"This comic is hilarious. Who knew a flying dog could be so funny?"
,"I don't remember the last time I laughed this hard!"
"#02532","There was this thing on TV the other day."
,"Talking about those little everyday things that make our lives happier."
,"It made me start thinking about what they were for me."
"#02533","You know, they say that failure is the mother of success."
,"You could go further and say that challenges are the grandmother of success."
,"I have to say that challenges and failure just make me feel down..."
"#02534","Oh yeah..."
,"You know I saw a documentary about vegetarian dolphins."
,"They have to dive really deep to find seaweed. So cool."
"#02535","Have you ever tried jellied eels?"
,"They are amazing! Amazing I tell you!"
,"They go really well with parsley sauce and a splash of vinegar..."
,"Good with mashed potato too."
"#02536","I was just thinking about this year's popular words..."
,"I don't think I've ever used any of them in a sentence."
,"I reckon I'll have forgotten what they are by next year anyway."
,"For example..."
"#02537","You know how people always ask you what your hopes for the future are?"
,"Don't you find that they often change? Your hopes, that is?"
,"So, err, what are your hopes for the future then?"
"#02538","So, you know I was talking about my visit to the bank?"
,"The strap broke on my bag on the way and all my stuff fell out."
,"I dropped my bank cards and when I got to the bank, I couldn't get any money out!"
"#02539","This is just between the two of us, but..."
,"when I was a kid I wanted to be a superhero."
,"So I went around trying to get bitten by spiders and stuff."
"#02540","You know they say that the early bird catches the worm?"
,"Why would you get out of bed to eat worms?!"
,"I'd rather lie in and then have some toast."
,"Who decides what's late and what's early anyway?"
"#02541","O when the saints come marching in... ♪"
,"The voice of an angel, eh? I practice a lot in the bath you know, with the shower head."
,"I once sprayed myself in the face by accident singing Elvis..."
"#02542","You know I was saving all my pennies in an old piggy bank at home."
,"But the plug in the belly had come out, and my brother was collecting all the coins that fell out."
,"He's richer than me now, the little thief!"
"#02543","You know when you have a favorite comic artist?"
,"You want to collect their entire works, don't you? Even the rubbish stuff."
,"It becomes like an obsession, but you just have to get them all."
,"I don't know where I'm gonna put all my comics..."
"#02544","That reminds me..."
,"My friend won this poetry competition the other day. With a poem from his college course."
,"But it was so bad; all written in some weird northern dialect..."
"#02545","What about ramen, eh? Isn't it just the most delicious thing?"
,"It's all down to the broth, or so they say."
,"I could really eat a bowl of ramen right now..."
"#02546","Hey, thanks for coming again. You're like my best friend ever!"
,"I mean it, I really do. You are just always there for me."
,"So, umm, I was wondering; could you lend me some money?"
"#02547","Just a second ago..."
,"This insurance broker came up to me in the street..."
,"And told me I was going to die, so I had to buy some life assurance."
,"Well, you know what? I bought it. Just in case. Not that I believed him or anything."
"#02548","Hahaha, now that you mention it..."
,"I suppose I'm not an adult. I mean, I'm old enough, but I don't act it."
,"And I think that is why you said what you did, right?"
,"Right?"
"#02549","By the way..."
,"They say that there's a super volcano beneath out very feet!"
,"Can you imagine if it erupts? All this a smoking river of lava..."
,"Wouldn't that be cool? Well, hot, but cool, I mean..."
"#02550","There comes a point in life when you start giving rather than receiving presents."
,"Umm..."
"#02551","I'm thinking of arranging a little trip for the family. Not sure where to go though..."
,"Umm..."
"#02552","We're so pleased that you like our games so much."
,"We're really, really grateful. Kairobot's been fluxing his capacitors with joy."
,"So, I was saying, ""relax, you bought it in an accredited shop; it will be fine..."""
,"Anyway..."
"#02553","That's right! I fell in love with it immediately too."
,"I can feel myself becoming a little more human every day."
"#02554","Yeah, I love it too!"
"#02555","Yeah, I'm a bit of a fan too!"
"#02556","Let's get some T-shirts printed immediately! I reckon they'll sell like hotcakes!"
,"Thanks!"
"#02557","It's only thanks to quality souvenirs like those that I can live a life of happiness and contentment."
"#02558","I feel a lot better about myself since receiving that award..."
"#02559","Over the moon! Just thinking about it gives me a warm feeling!"
"#02560","Oof, I ordered this thing online, but I got 100 copies of something completely different!"
,"I want to send them back for a refund, but there're 100 of them!"
"#02561","Yep, no doubt about it; all that hard work is paying off now."
"#02562","Ooh, this is nice! I like it here."
,"No way am I moving from here!"
"#02563","There's no getting away from it; you need to take care of your health."
,"Robot that I am, I like to treat myself to a little oil bath every now and then."
"#02564","Ow! Just remembering it hurts!"
"#02565","They say that your body is capital. For the sake of the company you need to stay in shape."
"#02566","I'm gonna have so much fun this weekend!"
"#02567","I just can't wait to go out!"
"#02568","That's me out the door for the weekend!"
,"Oh, wait, no! Time for work already!"
"#02569","Just hearing about it has put me into an emotional nosedive..."
,"Sleep, that will let me forget; if only for a short while."
"#02570","That is...a shame."
"#02571","OMG! I wish I hadn't asked now!"
"#02572","Oh wow! I need to get that printed on a mug!"
,"And I did, but it was all wrong. I'm too embarrassed to show my face now!"
,"But I ain't givin' up! No way, Jose!"
"#02573","Sounds good. If I should ever be in the mood and have the time, I might..."
,"We could do such good work together. Maybe."
"#02574","You're right! Now I really feel up for the challenge now!"
,"But I'm, err, just going to catch forty winks first, okay?"
"#02575","Oh man, I'm telling you, I could not put it down!"
,"It's uncanny, isn't it? How fate works, I mean, destiny, you know..."
"#02576","That's good! We're clearly on the same wavelength."
"#02577","That snow stopped me getting to the examination center!"
,"It's always good to have a bit of time spare."
"#02578","Yep, I've been working hard, under the radar. I'm not in it for the accolades."
"#02579","No surprise at all. I'd always considered them a subject matter expert."
"#02580","What a good idea! I'm going to do the same every day from now on."
,"Well, maybe."
"#02581","It hurts, doesn't it?!"
,"But there's something strangely relaxing about the pain, huh?"
"#02582","Oof, just thinking about the treatment, makes my teeth hurt."
"#02583","I'm not wrong, huh?"
"#02584","I don't know them very well, but they're pretty amazing, huh?"
,"I'll have to check 'em out online when I get the chance."
"#02585","Yeah, they really are amazing. I'm so full of respect."
"#02586","Now I remember; how excited I was to win! I'll never forget that feeling...again."
"#02587","Victory! What a lovely surprise. We are the champions, my friend..."
"#02588","What a feeling to win like this! We are brilliant!"
"#02589","I was looking in some drawers when I found this medal!"
,"I think this is the medal I got that time for that thing. Yes, definitely..."
"#02590","Ho ho ho! That's right! Ha ha, I'm overjoyed at that!"
"#02591","Well, if you're pushing me, then I suppose I'd say yes."
"#02592","That's very impressive. Very impressive indeed."
"#02593","I think I'll follow the same principles as CEO."
"#02594","I bet it was a really sweet apartment."
"#02595","Ha ha, you can be sure that I'm gonna brag about that forever."
,"I'm over the moon!"
"#02596","He he, I reckon I'll brag about that too."
"#02597","It's always good to have something new to show off about."
"#02598","I want to go on holiday again. I didn't take enough photos when I went last time!"
"#02599","You've been to some cool places, huh? I need to get out more. If only it would stop raining!"
"#02600","I saw this great place in a travel magazine. I really, really want to visit!"
"#02601","I want to travel the world! Go on a journey of self-discovery..."
"#02602","I'm afraid of flying, but I'm gonna work up my courage and go!"
"#02603","That's the spirit! I just need to get myself a passport now!"
"#02604","Ah, so it was that sort of anime, huh?"
,"I'm going to watch it every night from today!"
"#02605","Hmm, that's a great manga."
,"I read it every night before bed. I've memorized all of the text."
"#02606","Really? That's the first I've heard of it! Maybe you can lend it?"
"#02607","You've all got a copy, right? Of the world famous, err, Kairosoft, was it? Their newest game!"
"#02608","Yeah, I've got a copy. Can you help with the installation?"
"#02609","Yeah, you've only gotta look at it to know that!"
"#02610","It's not really that kind of place, you know."
,"I'd really like to play it as a game."
"#02611","So, I'd like to get started with the necessary equipment."
"#02612","What a great book! I can't wait to go to the toilet with it!"
"#02613","Is that right? Well, in that case, I can't wait to take it to bed with me tonight!"
"#02614","That movie? Right, I'll see if I can't stream it on Nutflix..."
,"But I suppose I'll have to make an account first!"
"#02615","It was such a great movie! I just watched it yesterday!"
"#02616","Really? In that case I'm gonna watch it too. Once I've finished my boxsets, that is."
"#02617","Really? I'll keep an eye out for when they repeat it."
"#02618","Wow, that really takes me back. Like being hit with the nostalgia stick."
,"I doubt I'll forget it either."
"#02619","Yup, I know what you mean, something similar happened to me."
,"Yeah, I really feel like doing that!"
"#02620","Yes, something like that did happen, didn't it?"
